pathway	pval	padj	log2err	ES	NES	size	leadingEdge
5991122_Global_Genomic_NER_GG-NER_	0.00239516337412139	0.0167091159194659	0.431707695803346	0.551254415740518	1.84576035063118	33	69263 68240 72151 106344 19891 19687 22590 14885 18973 16881 18972 17420 69745 18538 13194 18971 66671 19718
5991123_Nucleotide_Excision_Repair	0.00581566731302767	0.0330871946158662	0.407017918923954	0.480326591577504	1.71486971799352	42	69263 68240 72151 106344 19891 19687 22590 14885 18973 16881 18972 17420 69745 18538 13194 69833 18971 66671 19718
5991124_DNA_Repair	0.000320270580127932	0.00307669770417981	0.49849310876659	0.442681917852762	1.88288325261177	101	19361 68026 15270 69263 12189 76843 67196 68240 72151 58206 106344 26909 17535 211651 19891 27015 19687 22590 14885 18973 16881 18972 80905 17420 69745 18538 237211 72774 100040608 58186 13194 22230 14156 268395 217365 69833 18971 66671 19718
5991125_Dual_incision_reaction_in_GG-NER	0.321367521367521	0.538042964583249	0.0949751525905595	0.380865155321166	1.12957831340098	20	68240 19891 22590 14885 17420 13194 66671 19359 13870 209357 68275
5991129_Apoptosis	4.7551308750688e-05	0.000605762324519634	0.557332238758646	0.454296083100451	1.95036532825763	105	58801 14958 97165 22352 12043 14103 269582 227753 12367 13511 14940 14942 12018 12125 14944 17463 11783 22628 22627 26440 14939 14941 26444 14943 13063 19179 228769 19057 26445 11651 68097 57296 19170 12028 67151 16906 26442 19177
5991130_Programmed_Cell_Death	7.17477141290259e-05	0.000840883209592183	0.538434096309916	0.453750608402058	1.94878043281642	108	58801 14958 97165 22352 12043 74568 14103 269582 227753 12367 13511 14940 14942 12018 12125 14944 17463 11783 22628 22627 26440 14939 14941 26444 14943 13063 19179 228769 19057 26445 11651 68097 57296 19170 12028 67151 16906 26442 19177
5991131_RNA_Polymerase_II_Pre-transcription_Events	0.765193370165746	0.880949538147597	0.0738052724171275	-0.203512064603307	-0.817058345022349	45	12455 72949 20020 13871 67655 14884 20924 228980 433702 226182 24075 13872 72504 209361 24116
5991133_The_phototransduction_cascade	0.136890951276102	0.303856429726499	0.183023938384487	-0.445425521966773	-1.34379752563188	15	18750 20215 110606 75624 18761 107477
5991134_Visual_phototransduction	0.764240506329114	0.880949538147597	0.0472587336673259	0.22273546347901	0.79357046198149	43	14187 14733 27384 622402 20971 14697 17252 56307
5991137_CaM_pathway	0.155502392344498	0.32896895997789	0.173747838999571	-0.397416303196429	-1.33749821528179	21	12912 18750 11512 11513
5991138_Ca-dependent_events	0.146987951807229	0.316329284750337	0.179782316298324	-0.389519054150993	-1.32487733196058	22	12912 18750 11512 11513
5991139_PLC_beta_mediated_events	0.0468168787140685	0.154998253821718	0.321775918075361	-0.420879197242316	-1.54187032804064	29	12912 16439 18750 11512 11513 16440 18798
5991140_G-protein_mediated_events	0.0468168787140685	0.154998253821718	0.321775918075361	-0.420879197242316	-1.54187032804064	29	12912 16439 18750 11512 11513 16440 18798
5991141_Opioid_Signalling	0.115902964959569	0.272767620346616	0.216542836735348	-0.335965591552423	-1.31249278480961	41	12912 18578 16439 18750 11512 11513 16440 18798
5991142_Signaling_by_GPCR	0.190666666666667	0.374935123042506	0.111918316325105	0.240272035330857	1.15206446310139	257	12772 12774 80901 58861 12766 14062 16952 16995 140795 19217 12534 16443 15200 14702 57257 19055 17207 20304 70086 14682 319757 14676 12773 26417 233079 14064 15461 19088 13605 14767 19218 78826 20305 19057 21844 11853 11651 54199
5991143_DAG_and_IP3_signaling	0.021501663550092	0.0915665612810901	0.352487857583619	-0.464657514543401	-1.63724844048036	26	12912 16439 18750 11512 18803 11513 16440
5991144_PLC-gamma1_signalling	0.0215634564109052	0.0915665612810901	0.352487857583619	-0.459313229635036	-1.62011596406879	27	12912 16439 18750 11512 18803 11513 16440
5991145_NGF_signalling_via_TRKA_from_the_plasma_membrane	0.01677972047366	0.0756378169043441	0.352487857583619	-0.297012265767507	-1.44495304726233	116	19094 12912 20112 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 107746 319520 15370 29857 16440 78757 18708 20848 18706 109880 54401 16818 12929 12524 58988 26416 16653 104111 75778 12928 74769 56637 19211 18753 18574 18707 100042150 20111 18749
5991146_Signalling_by_NGF	0.00977897130056224	0.0502673437028901	0.380730400722792	-0.274427535200719	-1.422656939747	177	19094 12912 102098 18035 20112 16150 16439 18750 171207 11512 20662 101497 14360 19165 56458 18803 22084 56717 11513 77647 16801 107746 319520 15370 29857 18554 16440 30938 78757 75547 19697 18708 20848 226970 18706 109880 54401 213498 16818 12929 12524 58988 15182
5991147_Downstream_signal_transduction	0.00306102755780447	0.0203836607826525	0.431707695803346	-0.356960956857488	-1.67331215136766	93	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 20852 107746 15370 16440 78757 17973 18708 20848 18706 54401 17974 16818 12929 12524 58988 16653 20850 104111 75778 20851 12928 74769 56637 19211 18753 18574 18707 100042150 18749
5991148_Signaling_by_PDGF	0.0166107971131869	0.0754567992893605	0.352487857583619	-0.308544847575245	-1.47539140968703	104	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 20852 107746 15370 16440 78757 17973 18708 20848 18706 54401 17974 16818 12929 12524 58988 16653 20850 104111 75778 20851 12928 74769 56637 19211 18753 18574 18707 100042150
5991149_EGFR_interacts_with_phospholipase_C-gamma	0.0215634564109052	0.0915665612810901	0.352487857583619	-0.45934960914	-1.62024428394498	27	12912 16439 18750 11512 18803 11513 16440
5991150_Signaling_by_EGFR	0.0221853293634784	0.0928614500499883	0.352487857583619	-0.29939663235807	-1.43023913926136	100	12912 94212 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 13858 12402 15370 16440 78757 18708 18706 12988 54401 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991151_PLCG1_events_in_ERBB2_signaling	0.0215634564109052	0.0915665612810901	0.352487857583619	-0.45934960914	-1.62024428394498	27	12912 16439 18750 11512 18803 11513 16440
5991152_Signaling_by_ERBB2	0.0396019338374897	0.141504470907128	0.321775918075361	-0.311520304694002	-1.45225037245038	89	12912 16439 18750 11512 20662 14360 56458 18803 56424 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 104111 75778 74769 75717 56637 19211 18753 18574 18707 100042150 18749
5991153_DAP12_signaling	0.267796610169492	0.472677149275066	0.156312403073186	-0.234522466573207	-1.09606075748893	95	12912 17444 16439 18750 11512 20662 14360 56458 18803 16797 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 16822 104111 75778 74769 56637 19211 18753 18574 18707 100042150
5991154_DAP12_interactions	0.226666666666667	0.426723221499341	0.169570644405628	-0.236772686183047	-1.11675632714803	98	12912 17444 16439 18750 11512 20662 14360 56458 18803 16797 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 320832 16822 104111 75778 74769 56637 19211 18753 18574 18707 100042150
5991155_Innate_Immune_System	0.33921815889029	0.549858875810713	0.0753093764172773	0.212216746856179	1.0468577142827	336	12772 12774 16641 20430 16643 14389 12575 12043 234779 12534 22166 20018 67005 17164 15200 16854 67664 140579 73086 57257 27007 19055 12504 19419 14127 18019 67603 17463 26399 26417 64654 15461 56378 12491 58203 72349 26440 19088 26444 93765 52440 102626 23988 19179 26409 228769 26445 117149 22200 11651 383619 57296 19170 17246 108960 12315 66589 69379 67151 240354 13030 12519 12362 16179 14131 12631 19087 26442 19177 69870 228775 12343 69833 22325 22027 74414 19084 12314 12475 14784 18806 23996
5991157_Phospholipase_C-mediated_cascade:_FGFR1	0.0744174312779107	0.210669636371283	0.287805130535564	-0.402655012863243	-1.49022909366913	31	12912 16439 18750 11512 18803 11513 16440
5991158_Downstream_signaling_of_activated_FGFR1	0.0406142377819991	0.141666329406259	0.321775918075361	-0.311554881534018	-1.42858091464916	82	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991159_Signaling_by_FGFR1	0.0518603165315639	0.16427105668917	0.321775918075361	-0.293952121227841	-1.37597370227983	91	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 12402 15370 16440 78757 18708 18706 109880 54401 17346 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991160_Signaling_by_FGFR	0.0518603165315639	0.16427105668917	0.321775918075361	-0.293952121227841	-1.37597370227983	91	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 12402 15370 16440 78757 18708 18706 109880 54401 17346 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991161_Phospholipase_C-mediated_cascade;_FGFR2	0.0443088316208248	0.150086562600019	0.321775918075361	-0.412536661078561	-1.52241527881307	30	12912 16439 18750 11512 18803 11513 16440
5991162_Downstream_signaling_of_activated_FGFR2	0.0406142377819991	0.141666329406259	0.321775918075361	-0.311554881534018	-1.42858091464916	82	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991163_Signaling_by_FGFR2	0.0518603165315639	0.16427105668917	0.321775918075361	-0.293952121227841	-1.37597370227983	91	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 12402 15370 16440 78757 18708 18706 109880 54401 17346 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991164_Phospholipase_C-mediated_cascade;_FGFR3	0.0468168787140685	0.154998253821718	0.321775918075361	-0.420643919765347	-1.54100840052563	29	12912 16439 18750 11512 18803 11513 16440
5991165_Downstream_signaling_of_activated_FGFR3	0.0406142377819991	0.141666329406259	0.321775918075361	-0.311554881534018	-1.42858091464916	82	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991166_Signaling_by_FGFR3	0.0518603165315639	0.16427105668917	0.321775918075361	-0.293952121227841	-1.37597370227983	91	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 12402 15370 16440 78757 18708 18706 109880 54401 17346 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991167_Phospholipase_C-mediated_cascade;_FGFR4	0.0468168787140685	0.154998253821718	0.321775918075361	-0.420643919765347	-1.54100840052563	29	12912 16439 18750 11512 18803 11513 16440
5991168_Downstream_signaling_of_activated_FGFR4	0.0406142377819991	0.141666329406259	0.321775918075361	-0.311554881534018	-1.42858091464916	82	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991169_Signaling_by_FGFR4	0.0518603165315639	0.16427105668917	0.321775918075361	-0.293952121227841	-1.37597370227983	91	12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 12402 15370 16440 78757 18708 18706 109880 54401 17346 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991170_Smooth_Muscle_Contraction	0.51219512195122	0.691581431943352	0.0707899094502623	0.336041109484245	0.957610819015049	17	20411 22330 59310 12315 17880 12314 12313 19303 20410 109700
5991171_Muscle_contraction	0.00403967530440355	0.0249184181934787	0.407017918923954	0.529643161964498	1.80096394101296	35	12306 16952 22352 20411 11749 22330 59310 11474 17996 17896 12315 17880
5991172_Antigen_activates_B_Cell_Receptor_BCR_leading_to_generation_of_second_messengers	0.0889423076923077	0.236909965034965	0.234392647294686	-0.411524201489136	-1.43631252931699	24	16439 20662 14360 18803 12402 16440 17973 18708 20866 12143
5991173_Signaling_by_the_B_Cell_Receptor_BCR_	0.147368421052632	0.316329284750337	0.219250346703755	-0.243084724727399	-1.18252937833743	118	18751 12912 18035 16150 16439 20662 14360 56458 18803 22084 56717 77647 12402 15370 16440 78757 19697 17973 18708 18706 16818 21402 12524 58988 20866 19184 16653 12143 75778 26446 74769 56637 19211 19696 18707 100042150 12042 18036
5991174_Adaptive_Immune_System	0.161248374512354	0.337860345932095	0.121543282035469	0.240147559328392	1.16807380779307	284	80876 12477 66141 68713 15001 73804 26934 12520 12575 234779 26410 16412 56464 16410 228421 110033 15200 16551 380711 27007 14961 229841 54167 12504 19419 77371 22209 17463 17970 11773 64654 15461 13800 12491 26440 16571 223864 26444 20334 93765 16579 19179 26409 228769 16568 83490 26445 11651 68097 57296 19170 17246 12315 66589 104184 67151 240354 12519 71819 21355 15019 22637 26442 19177 14827 667803 228775 16563
5991175_FCERI_mediated_Ca+2_mobilization	0.1256038647343	0.287515096618358	0.195789002148949	-0.37778979497162	-1.33116485430024	26	17444 16439 21682 20662 18803 16797 16440 18018 16428 19058 16822
5991176_Fc_epsilon_receptor_FCERI_signaling	0.0507604111162819	0.16427105668917	0.321775918075361	-0.286306411096609	-1.3869424871965	106	12912 17444 18035 16150 16439 21682 20662 14360 56458 18803 16797 22084 56717 77647 15370 16440 78757 224105 19697 18708 18706 14281 54401 16818 18761 12524 58988 18018 16428 19058 16653 16822 18479 75778 26419
5991177_VEGFR2_mediated_cell_proliferation	0.384615384615385	0.587217933491687	0.104732821580651	-0.293216982628113	-1.02339358033697	24	18751 16439 18750 18803
5991178_VEGFA-VEGFR2_Pathway	0.223564954682779	0.42260988207777	0.161978948883402	-0.258219677760302	-1.14200048032	69	18751 19094 14083 16439 18750 14360 18803 19877 56717 29857 16440 78757 224105 242687 17973 18708 18706 54401 17974
5991179_Signaling_by_VEGF	0.467669172932331	0.660519486232075	0.0679922591544058	0.246745576624422	0.993338542809652	74	20430 22339 12385 12534 16410 17164 140579 57257 17970 26417 15461 26362
5991181_CLEC7A_Dectin-1_signaling	0.557228915662651	0.73378908894003	0.0596037042575973	0.236280562605218	0.944937404812167	72	234779 19055 18019 17463 26440 26444 93765 19179 26409 228769 26445 22200 57296 19170 12315 66589 67151 240354 26442 19177 12314 23996
5991182_C-type_lectin_receptors_CLRs_	0.720116618075802	0.854372361535824	0.0462302524077616	0.203876403517889	0.846722491719677	88	234779 73086 19055 14127 18019 17463 15461 26440 26444 93765 19179 26409 228769 26445 22200 57296 19170 12315 66589 67151 240354 26442 19177
5991183_Inactivation,_recovery_and_regulation_of_the_phototransduction_cascade	0.136890951276102	0.303856429726499	0.183023938384487	-0.445425521966773	-1.34379752563188	15	18750 20215 110606 75624 18761 107477
5991185_IRS-related_events	0.551630434782609	0.72889003986565	0.0905428948469474	-0.223797816994947	-0.934047294159938	50	20662 22084 56717 19082 64930 18708 18706 54401 16337 16333 19042 12283 16653 72508 75778 74769
5991186_Insulin_receptor_signalling_cascade	0.523545706371191	0.701814182026066	0.0946646223153342	-0.223945009901393	-0.948912482891108	53	20662 22084 56717 19082 64930 18708 18706 54401 16337 16333 19042 12283 16653 72508 75778 12928 74769
5991187_Signaling_by_Insulin_receptor	0.821637426900585	0.903338709500455	0.0730744399126987	-0.181597767512238	-0.802000252331468	66	20662 22084 56717 21871 19082 64930 18708 18706 54401 16337 16333 19042 12283 16653 72508 75778 12928 74769
5991188_Insulin_receptor_recycling	0.926056338028169	0.965603227908376	0.0433636987883266	0.201346456835424	0.564759940325285	16	11964 114143 11984
5991190_IRS-mediated_signalling	0.736111111111111	0.861000221778665	0.0760837160951725	-0.201384287165742	-0.8271378283593	47	20662 22084 56717 19082 64930 18708 18706 54401 19042 12283 16653 72508 75778 74769
5991191_IRS-related_events_triggered_by_IGF1R	0.536585365853659	0.714634146341464	0.0919686140000427	-0.22592365061252	-0.935874922548175	49	16001 20662 22084 56717 19082 64930 18708 18706 54401 19042 12283 16653 72508 75778 74769
5991192_IGF1R_signaling_cascade	0.586956521739131	0.752640091332889	0.0870515867946735	-0.22125677996177	-0.923441968348146	50	16001 20662 22084 56717 19082 64930 18708 18706 54401 19042 12283 16653 72508 75778 74769
5991193_Signaling_by_Type_1_Insulin-like_Growth_Factor_1_Receptor_IGF1R_	0.586956521739131	0.752640091332889	0.0870515867946735	-0.22125677996177	-0.923441968348146	50	16001 20662 22084 56717 19082 64930 18708 18706 54401 19042 12283 16653 72508 75778 74769
5991194_PI3K_Cascade	0.77088948787062	0.881162306136903	0.0721797965581253	-0.205934927646724	-0.793065574954488	38	22084 56717 19082 64930 18708 18706 19042 12283 72508 75778 74769
5991199_Signalling_to_RAS	0.714529914529915	0.854372361535824	0.0538979025357319	0.275012663006084	0.815638647175192	20	12534 17164 26417 15461 102626
5991200_Signalling_to_ERKs	0.180451127819549	0.361948955916473	0.16440575583821	-0.343289304895103	-1.23884377029684	28	19094 20662 18803 107746 29857 109880 54401 12929 26416 16653 12928
5991201_Gap-filling_DNA_repair_synthesis_and_ligation_in_GG-NER	5.88531162882634e-05	0.000703835227447395	0.557332238758646	0.753033176653084	2.11219496282059	16	69263 68240 72151 106344 19891 19687 18973 16881 18972 69745 18538 18971 19718
5991202_RNA_Polymerase_I_Chain_Elongation	0.731164383561644	0.860366122022336	0.0529129848430584	0.268245929745455	0.802971171719857	21	20018 14885 75316 17420 69833 66671 20017 21340 209357
5991203_RNA_Polymerase_I_Transcription_Termination	0.794117647058824	0.886498218334953	0.0495901956956338	0.24265138416268	0.741061236161972	23	20018 14885 75316 17420 69833 66671 20017 21340 209357
5991204_NoRC_negatively_regulates_rRNA_expression	0.482456140350877	0.662172545829056	0.0741758965588009	0.339527784509237	0.978637952988301	18	60406 20018 17191 245688 20017
5991205_Negative_epigenetic_regulation_of_rRNA_expression	0.701365187713311	0.842213114754098	0.0546808488785442	0.262297971672939	0.808888297328564	24	60406 20018 75316 17191 245688 20017 20937 21340
5991206_Epigenetic_regulation_of_gene_expression	0.496805111821086	0.67390693409064	0.0679922591544058	0.281458750009531	0.972097947137699	37	60406 18140 14056 20018 11569 75316 17191
5991208_RHO_GTPases_activate_PKNs	0.400510204081633	0.595682689319383	0.105920292736253	-0.296132570632603	-1.04453578562026	27	17886 15077 97114 329251 17978 67938 54401 17904 109333 69386 77579
5991209_RHO_GTPase_Effectors	1e-10	4.18571428571429e-09		0.524879644608933	2.37749956755244	157	66336 66977 20430 104215 233406 107995 66442 52276 67629 72415 56150 12385 20877 12615 11799 66468 73804 70454 60411 208628 228421 68014 12236 18817 66934 108000 26886 72155 229841 67052 16319 12704 67203 18645 12235 381318 66570 102920 544963 75786 17970 26417 69736 70385 22628 22627 56378 404710
5991210_Signaling_by_Rho_GTPases	3.24671244052028e-07	7.61029396057954e-06	0.674962860011025	0.423851201438441	2.01859089838543	231	66336 66977 20430 104215 233406 107995 66442 52276 67629 72415 218581 56150 12385 20877 12615 11799 66468 73910 73804 26934 70454 60411 208628 228421 68014 12236 18817 66934 16443 108000 26886 14570 57257 72155 229841 67052 17207 16319 12704 67203 18645 12235 381318 66570 228482 102920 544963 75786 17970 26417 69736 70385 22628 14569 22627 56378 404710
5991211_mRNA_Splicing_-_Minor_Pathway	0.854545454545455	0.915786990623341	0.0441523058441465	0.217920319929631	0.708554154027439	30	20641 68705 107686 27756 69878 20638 69833 68092 20643 66055 27366 20624 20021
5991215_RNA_Polymerase_II_Transcription_Pre-Initiation_And_Promoter_Opening	0.991721854304636	0.996825054241023	0.0373806494758473	0.142905103904916	0.468789317379388	31	14885 68705 17420 69833 66671 68153 209357 20021 99730 68776 229906 98053
5991216_Transport_of_Mature_mRNA_derived_from_an_Intron-Containing_Transcript	0.38479809976247	0.587217933491687	0.103958471559957	-0.321187434997228	-1.04840830045806	19	53319 67996 71713 68134 69207 51796 433702
5991217_Transport_of_Mature_Transcript_to_Cytoplasm	0.492924528301887	0.670194370266603	0.088894528862045	-0.282694174748516	-0.973182776499166	23	53319 94230 67996 71713 68134 69207 51796 433702 54451
5991222_Double-Strand_Break_Repair	0.0163756620670613	0.0749698279007649	0.352487857583619	0.610982226345196	1.68694809717817	15	19361 15270 12189 68240 17535 19891 16881
5991231_Ubiquitin-dependent_degradation_of_Cyclin_D1	0.119808306709265	0.278601856077894	0.160801401070022	0.385679175854223	1.33205286774334	37	12567 17463 26440 26444 19179 228769 26445 57296 19170 67151 26442 19177 23996 19192 22190 19172 23997 19166 19173 16913 26441 53380
5991232_Ubiquitin-dependent_degradation_of_Cyclin_D	0.119808306709265	0.278601856077894	0.160801401070022	0.385679175854223	1.33205286774334	37	12567 17463 26440 26444 19179 228769 26445 57296 19170 67151 26442 19177 23996 19192 22190 19172 23997 19166 19173 16913 26441 53380
5991234_Triglyceride_Biosynthesis	0.000789058236766111	0.00616517502326588	0.477270815362862	0.600865630057702	1.92555456774093	27	68262 50790 28169 52123 216739 170439 13358 13350 433256 14104 30963 67512 231510 54325 14933 56348
5991235_RNA_Polymerase_II_Promoter_Escape	0.991721854304636	0.996825054241023	0.0373806494758473	0.142905103904916	0.468789317379388	31	14885 68705 17420 69833 66671 68153 209357 20021 99730 68776 229906 98053
5991236_RNA_Polymerase_II_Transcription_Initiation_And_Promoter_Clearance	0.991721854304636	0.996825054241023	0.0373806494758473	0.142905103904916	0.468789317379388	31	14885 68705 17420 69833 66671 68153 209357 20021 99730 68776 229906 98053
5991238_RNA_Polymerase_II_Transcription_Initiation	0.991721854304636	0.996825054241023	0.0373806494758473	0.142905103904916	0.468789317379388	31	14885 68705 17420 69833 66671 68153 209357 20021 99730 68776 229906 98053
5991240_Peroxisomal_lipid_metabolism	0.690140845070423	0.835583750436503	0.0568864160475701	0.295029352300054	0.8275326122842	16	74114 15926 67420 56794 228061 11666
5991241_Synthesis_of_PA	0.0871080139372822	0.236320815589108	0.199915231309662	0.505753510913795	1.44123745618273	17	68262 28169 52123 66350 67512 231510 18806
5991242_Glycerophospholipid_biosynthesis	0.3921875	0.589022293700089	0.0789209638180035	0.274111429770533	1.03458750525086	54	226856 68262 28169 66461 52123 66350 13350 28042 67216 225845 67512 231510 104759 236899 18806 23945 13026
5991243_Phospholipid_metabolism	0.334365325077399	0.547525252525253	0.131457611642763	-0.227129162811401	-1.05883438837543	89	100434 12651 269180 18710 74182 18711 18720 19062 66826 224020 74451 18708 170749 18706 64436 68682 320951 18718 99712 320207 75320 11842 20975 68671 18704 74769 19211 333433 18707 116939 14712 70568 12660
5991248_RNA_Polymerase_III_Transcription_Initiation_From_Type_1_Promoter	0.343859649122807	0.552489802201185	0.0925528864684773	0.385646851690777	1.11156925216168	18	20018 67005 66596 69870 69833 74414 70408 78929
5991249_RNA_Polymerase_III_Transcription_Initiation	0.627986348122867	0.789699570815451	0.0598603117764473	0.282540471294924	0.871313183607588	24	20018 67005 66596 69870 69833 74414
5991250_RNA_Polymerase_III_Transcription	0.627986348122867	0.789699570815451	0.0598603117764473	0.282540471294924	0.871313183607588	24	20018 67005 66596 69870 69833 74414
5991251_RNA_Polymerase_III_Abortive_And_Retractive_Initiation	0.627986348122867	0.789699570815451	0.0598603117764473	0.282540471294924	0.871313183607588	24	20018 67005 66596 69870 69833 74414
5991254_Cytochrome_P450_-_arranged_by_substrate_type	0.79421768707483	0.886498218334953	0.0487989701682839	0.235697392805473	0.743021647000708	26	13121 14148 70101 13107 74519 13081 13114 100066 13070 71754 320997 13110 56050 380997 13075 13085 56388 106648 244209 110115
5991262_Arachidonic_acid_metabolism	0.294320137693632	0.505781820200786	0.100633389423036	0.376350302891608	1.16747520575923	25	17164 27384 622402 67103 64292 77219 11690
5991263_mRNA_Capping	0.834752981260647	0.91092224770715	0.0466015072985992	0.230798943865133	0.702864843293507	22	14885 68705 17420 67897 69833 66671 68092 209357 20021
5991264_RNA_Pol_II_CTD_phosphorylation_and_interaction_with_CE	0.817094017094017	0.900032131611079	0.0477342401407188	0.240230685060269	0.712481486600465	20	14885 68705 17420 67897 69833 66671 209357 20021
5991274_Processing_of_Capped_Intronless_Pre-mRNA	0.854452054794521	0.915786990623341	0.04577044581081	0.228340725844003	0.68351836822392	21	20492 116748 69878 20638 68219 68092 243963 20643
5991275_Post-Elongation_Processing_of_Intronless_pre-mRNA	0.854452054794521	0.915786990623341	0.04577044581081	0.228340725844003	0.68351836822392	21	20492 116748 69878 20638 68219 68092 243963 20643
5991284_RNA_Polymerase_III_Transcription_Initiation_From_Type_2_Promoter	0.473867595818815	0.660519486232075	0.0747385227439092	0.343283573719085	0.978249550146061	17	20018 67005 69870 69833 74414 70408 78929
5991285_RNA_Polymerase_III_Transcription_Initiation_From_Type_3_Promoter	0.428571428571429	0.623183268344559	0.0799858801499946	0.353994129128792	1.00877124361903	17	20018 67005 69870 69833 74414 70408 78929
5991288_Transport_of_vitamins,_nucleosides,_and_related_molecules	0.778846153846154	0.881162306136903	0.065981614400873	-0.221856250975535	-0.774328488653581	24	243328 108652 71279 26569 108096 24060
5991293_Prolonged_ERK_activation_events	0.433179723502304	0.628325044486016	0.0949751525905595	-0.325178259722763	-1.00946786818028	16	18803 107746 109880 54401 12929 16653 12928
5991298_NCAM_signaling_for_neurite_out-growth	0.476345840130506	0.661466024446626	0.0711327399327894	0.304367641597431	1.00608493269448	32	19122 12534 73086 26417 15461
5991299_Axon_guidance	0.690082644628099	0.835583750436503	0.0455878202571231	0.194158434924971	0.89495955152173	169	19122 12933 71653 16412 12534 16410 11658 16443 73086 57257 14733 208117 14159 12661 11773 26417 15461 13800 56378 16571
5991300_Developmental_Biology	0.101229052831277	0.255690624823828	0.287805130535564	-0.220961561911613	-1.19180830962995	231	12517 19094 12912 20112 14083 20437 18222 76199 226251 20662 11479 14360 19165 56458 19014 18803 19877 13643 17127 20452 26896 17128 11352 17886 20742 15516 229003 29857 13641 224105 223666 227377 17977 17978 12537 17973 13383 67938 54401 213498 17974 12387 21667 14026 18761 68799 18738 70208 16333 67381 26416 59024 16653 13385 18479 327987
5991301_Interleukin-2_signaling	0.059504132231405	0.180670577655976	0.237793834423688	0.444649095127445	1.44574844392129	30	16184 16185 14389 12534 171285 26417 15461 16453 16332
5991302_Signaling_by_Interleukins	0.0785498489425982	0.219191483239822	0.282013350011725	-0.302915300670914	-1.33967101912186	69	16194 16195 16150 21682 16451 15234 20662 26406 14360 67245 12402 107746 16452 18708 20848 18706 54401 16183 12929 16197 21402 16653 20850 20851 12928 17874 74769
5991303_Cytokine_Signaling_in_Immune_system	0.122562674094708	0.281653831449014	0.147331213699377	0.266657300223923	1.21710996878608	162	216233 17750 12505 16184 16185 15979 14389 246727 26410 17999 12534 12700 171285 12703 14469 14961 66892 15978 26987 27056 15976 26399 26417 15461 16453 16332 15900 93765
5991304_Gastrin-CREB_signalling_pathway_via_PKC_and_MAPK	0.211948790896159	0.403253219042693	0.109250039480711	0.27551173117411	1.16707252976848	96	58861 14062 16952 16995 12534 15200 14702 70086 14682 14676 26417 233079 14064 15461 14767 78826 20305
5991305_SHC1_events_in_ERBB2_signaling	0.320490367775832	0.538042964583249	0.0965629554309422	0.403043553603859	1.11282051508945	15	12534 15200 26417 15461
5991307_Signaling_by_ERBB4	0.280597014925373	0.490787269681742	0.142056643575821	-0.239053904484361	-1.10341034428443	83	12912 20662 14360 19165 56458 22084 56717 77647 15370 16452 78757 18708 18706 54401 16818 21402 12524 58988 16653 20850 75778 20851 74769 56637 19211 18707 100042150 20185
5991308_Signaling_by_SCF-KIT	0.0810810810810811	0.224120346761856	0.276500599254472	-0.280815725574489	-1.28438683655278	79	12912 17444 21682 18750 20662 14360 56458 22084 56717 77647 12402 15370 16452 78757 18708 20848 18706 54401 16818 16923 12524 58988 16653 20850 75778 20851 74769
5991310_Signaling_by_Leptin	0.73943661971831	0.861186482284592	0.0536769600638127	0.281698222184188	0.790139909343024	16	12534 26417 15461
