Gene,logFC,FDR
Thap6,1.218040078,0.0896884
Thap7,-0.119230745,0.83144
Thbd,-1.023133926,0.000670633
Thbs1,0.925266717,0.000670633
Thbs2,1.219022037,0.00605
Thbs3,-0.933006999,0.00488912
Thbs4,0.946152611,1
Theg,0,1
Them4,-0.205153021,0.729324
Them5,6.178944783,0.000670633
Themis,-1.325369336,0.0535327
Thg1l,0.278498817,0.679675
Thnsl1,-0.209931992,0.688141
Thnsl2,0.032773536,0.963447
Thoc1,-0.050703047,0.939495
Thoc2,0.094938647,0.904019
Thoc3,0.012582405,0.980998
Thoc4,0.387695926,0.34994
Thoc5,0.131859678,0.746465
Thoc6,0.783048111,0.269251
Thoc7,0.245766143,0.536958
Thop1,0.317246585,0.427021
Thpo,0.51846848,0.708464
Thra,-1.067630728,0.00526709
Thrap3,-0.009361353,0.982604
Thrb,-0.05166509,0.913937
Thrsp,-1.426606681,0.0269578
Thsd1,-1.060138668,0.00644257
Thsd4,-0.874880988,0.00752344
Thsd7a,-0.8766955,0.11484
Thsd7b,-0.290650266,1
Thtpa,0.026396128,0.974997
Thumpd1,0.0531388,0.911873
Thumpd2,-0.197345636,0.781063
Thumpd3,0.285071705,0.721283
Thy1,-1.031376953,0.041098
Thyn1,0.443023753,0.62937
Tia1,0.11406621,0.751502
Tial1,0.084029236,0.821436
Tiam1,0.895809201,0.00404852
Tiam2,0.06439701,0.955087
Ticam1,0.736873043,0.0406431
Ticam2,0.495738199,0.237681
Tie1,-1.075752788,0.000670633
Tifa,0.738347879,0.0462165
Tifab,-0.339575315,0.391219
Tigd2,0.014997791,0.978471
Tigd3,-0.645036444,0.391465
Tigd4,1.662084065,1
Tigd5,-0.155610978,0.824681
Tigit,4.32741357,0.00789347
Tilz3b,-1.589977977,0.121616
Tim9b,0.249175712,0.89281
Timd2,2.325945103,1
Timd4,-1.732720164,0.0204502
Timeless,-0.137347582,0.750298
Timm10,0.526830828,0.305291
Timm13,0.299260863,0.432396
Timm17a,0.275312978,0.52539
Timm17b,0.048266664,0.939423
Timm22,0.018437078,0.973101
Timm23,0.694961746,0.149769
Timm44,0.052744141,0.960609
Timm50,0.281857793,0.499675
Timm8a1,0.872580158,0.0662613
Timm8a2,-0.30927714,1
Timm8b,0.349842931,0.611978
Timm9,-0.045624375,0.953837
Timp1,2.548359301,0.0285625
Timp2,-0.285042403,0.247115
Timp3,-0.392955331,0.106562
Timp4,-0.499532205,0.755352
Tinag,-0.388887714,0.414481
Tinagl1,-0.456332144,0.13447
Tinf2,-0.020960889,0.972346
Tiparp,0.079005352,0.833595
Tipin,0.187650218,0.695084
Tiprl,-0.075091319,0.862748
Tirap,0.945868483,0.000670633
Tjap1,0.010801632,0.986309
Tjp1,-0.243249264,0.330067
Tjp2,0.158557701,0.568195
Tjp3,1.992063695,0.000670633
Tk1,1.350726736,0.15245
Tk2,-0.336582662,0.332942
Tkt,0.304329378,0.233781
Tktl1,-0.680354752,1
Tktl2,0,1
Tlcd1,0.203356621,0.682349
Tlcd2,-0.576969207,0.413359
Tle1,-0.238256144,1
Tle2,-0.307849007,0.355272
Tle3,0.795885421,0.00124178
Tle4,-1.056124095,0.00363394
Tle6,-0.013963645,0.982009
Tlk1,-0.147302187,0.626719
Tlk2,-0.04594239,0.921426
Tll1,-0.872883893,0.124918
Tll2,-0.180267934,1
Tln1,-0.432744508,0.0539368
Tln2,-0.383917413,0.39504
Tlr1,-0.429185981,0.440956
Tlr11,-1.500860892,0.0603551
Tlr12,-1.62901677,0.00488912
Tlr13,1.407204684,0.000670633
Tlr2,0.013288571,0.976821
Tlr3,-0.350363452,0.300865
Tlr4,0.663519245,0.0204502
Tlr5,0.455435886,0.205317
Tlr6,0.448602831,0.318386
Tlr7,0.407653646,0.201692
Tlr8,0.903597449,0.00319404
Tlr9,-0.832926987,0.162219
Tlx1,0,1
Tlx2,-0.24350945,1
Tlx3,0,1
Tm2d1,0.209820533,0.729933
Tm2d2,0.006890575,0.987343
Tm2d3,0.2350788,0.58503
Tm4sf1,-0.749560794,0.0119901
Tm4sf19,5.950078339,0.00789347
Tm4sf20,-0.023640157,1
Tm4sf4,1.997801823,1
Tm4sf5,-1.580426002,0.160472
Tm6sf1,-0.044327861,0.94617
Tm6sf2,-0.257793964,0.779456
Tm7sf2,-0.140791995,0.883081
Tm7sf3,-0.291771422,0.335728
Tm7sf4,2.159074438,0.000670633
Tm9sf1,0.119212653,0.935711
Tm9sf2,0.161834309,0.54683
Tm9sf3,0.169716593,0.520378
Tm9sf4,0.369827463,0.171379
Tmbim1,0.066161448,0.882479
Tmbim4,0.457144819,0.187599
Tmbim6,0.169684943,0.520081
Tmc1,1.439700255,1
Tmc2,-0.109642585,1
Tmc3,2.504882591,0.000670633
Tmc4,1.081119751,0.000670633
Tmc5,5.335375218,0.000670633
Tmc6,0.021648973,0.975063
Tmc7,1.257508341,0.000670633
Tmc8,-0.416896092,0.370189
Tmcc1,-0.348323868,0.255528
Tmcc2,-2.383619057,0.000670633
Tmcc3,-1.006760735,0.000670633
Tmco1,-0.080835205,0.87024
Tmco2,0,1
Tmco3,0.447024158,0.189599
Tmco4,0.382561005,0.284418
Tmco5,0,1
Tmco5b,0,1
Tmco6,-0.155657991,0.800278
Tmco7,0.009810687,0.987343
Tmed1,-0.106108561,0.930031
Tmed10,0.042538775,0.9188
Tmed11,0,1
Tmed2,0.427609928,0.104479
Tmed3,0.638521611,0.0282811
Tmed4,-0.145728652,0.665887
Tmed5,0.422902241,0.120094
Tmed6,-2.402695232,0.00965017
Tmed7,0.277571355,0.282836
Tmed8,-0.431355814,0.153321
Tmed9,0.395339869,0.142525
Tmeff1,-0.971138622,0.0193281
Tmeff2,-3.591454399,0.000670633
Tmem100,-1.600790793,0.000670633
Tmem101,-0.02246931,0.972708
Tmem102,1.357458601,0.000670633
Tmem103,-0.925223905,1
Tmem104,0.426719093,0.194147
Tmem106a,0.419622179,0.182274
Tmem106b,-0.01573391,0.970835
Tmem106c,0.123471255,0.826496
Tmem107,-0.27499671,0.592787
Tmem108,-1.413178019,0.112443
Tmem109,-0.280740349,0.324302
Tmem11,0.204931678,0.632262
Tmem110,-0.367713273,0.23573
Tmem111,0.165980578,0.571034
Tmem114,3.858458498,0.000670633
Tmem115,-0.063654551,0.892897
Tmem116,-0.653838496,0.488556
Tmem117,-1.297928785,0.0649637
Tmem119,-1.829118578,0.000670633
Tmem120a,0.42158492,0.291019
Tmem120b,-0.103709637,0.910312
Tmem121,1.671227141,1
Tmem123,0.001976672,0.995789
Tmem125,1.200289682,0.000670633
Tmem126a,0.331091522,0.479149
Tmem126b,-0.051825882,0.941372
Tmem127,0.236390771,0.361333
Tmem128,0.012424078,0.982132
Tmem129,-0.00489374,0.991423
Tmem130,-0.041004167,1
Tmem131,0.336655355,0.234427
Tmem132a,1.216945591,0.00175914
Tmem132b,0.360790665,1
Tmem132c,-1.707174921,0.00644257
Tmem132d,-1.947680938,0.0379979
Tmem132e,0.129268112,1
Tmem134,0.248887748,0.638861
Tmem135,0.410299111,0.149769
Tmem136,-1.349829707,0.0261941
Tmem138,-0.214390448,0.747815
Tmem139,1.368085722,0.0027341
Tmem140,-0.501661959,0.155712
Tmem141,0.448498058,0.539003
Tmem143,-0.332833841,0.485509
Tmem144,-0.055626521,0.951588
Tmem145,0.197337019,1
Tmem146,0.66726811,0.385605
Tmem147,0.386700032,0.741531
Tmem149,-0.270516093,0.909523
Tmem14a,-0.594276015,0.344547
Tmem14c,0.430147386,0.200471
Tmem150a,-0.6297948,0.308152
Tmem150b,0.284726697,0.782314
Tmem150c,-0.018313369,0.984659
Tmem151a,-0.302906659,0.508253
Tmem151b,0.200540874,1
Tmem154,0.456625801,0.425208
Tmem158,1.368790245,0.00895825
Tmem159,-0.202109085,0.550247
Tmem160,-0.213812919,0.677951
Tmem161a,-0.575627308,0.499152
Tmem161b,0.217397445,0.596797
Tmem162,0.097790148,0.92165
Tmem163,-0.723628956,0.236563
Tmem164,0.121156497,0.704375
Tmem165,0.243936508,0.422431
Tmem167,0.39105782,0.168991
Tmem167b,-0.013577441,0.975677
Tmem168,0.212194383,0.463901
Tmem169,1.413113752,1
Tmem17,-0.554877303,0.453173
Tmem170,-0.088968503,0.896172
Tmem170b,-0.18030594,0.556284
Tmem171,2.854543402,0.000670633
Tmem173,0.955421211,0.00175914
Tmem174,-0.204606512,1
Tmem175,-0.030459985,0.963726
Tmem176a,0.226827272,0.417599
Tmem176b,0.23534732,0.410751
Tmem177,-0.310259071,0.561819
Tmem178,-1.509880004,0.0027341
Tmem179,-0.287454296,1
Tmem179b,0.252191314,0.608724
Tmem18,-0.328044976,0.329044
Tmem180,0.561119085,0.181085
Tmem181a,0.340523979,0.499215
Tmem181b,0.186098653,0.905747
Tmem181c-ps,0.381802045,0.647737
Tmem182,-3.174147502,0.0528969
Tmem183a,0.479868075,0.13678
Tmem184a,0.492810755,0.15032
Tmem184b,-0.380437539,0.148338
Tmem184c,-0.371364335,0.297599
Tmem185b,0.129966581,0.760992
Tmem186,-0.048753147,0.931339
Tmem188,-0.019244162,0.969569
Tmem189,0.279314183,0.567356
Tmem19,0.250422479,0.45788
Tmem190,0.649462868,0.631159
Tmem191c,-0.804046739,0.26647
Tmem192,0.326509163,0.469463
Tmem194,0.277858993,0.527054
Tmem194b,-0.156183493,0.771259
Tmem195,-0.664210509,0.124613
Tmem196,-1.047755311,1
Tmem198,-0.213178927,0.79388
Tmem199,0.12395448,0.811059
Tmem2,-1.00169931,0.000670633
Tmem20,0.207863565,0.65905
Tmem200a,-1.153933246,0.0487889
Tmem200b,-1.350890872,0.0204502
Tmem201,-0.502126003,0.187712
Tmem202,2.195914028,0.000670633
Tmem203,-0.207638369,0.736149
Tmem204,-1.352858057,0.000670633
Tmem205,-0.139888366,0.758821
Tmem206,-0.080918763,0.936104
Tmem207,0,1
Tmem208,0.400721737,0.299915
Tmem209,-0.037921889,0.937655
Tmem210,0,1
Tmem211,1.523009863,1
Tmem212,-0.44153202,0.501694
Tmem213,2.885444892,0.234222
Tmem214,0.290645321,0.302433
Tmem215,-1.05340826,1
Tmem216,-0.34111206,0.752088
Tmem217,0.826395563,1
Tmem218,-0.014187976,0.985486
Tmem219,0.16800313,0.705093
Tmem22,-0.593680065,0.211771
Tmem220,-0.786468223,0.179455
Tmem221,0.441407429,0.592253
Tmem222,-0.078023736,0.881625
Tmem223,-0.349638885,0.462169
Tmem225,0,1
Tmem229a,-0.506455851,1
Tmem229b,-0.637151466,0.113768
Tmem231,-0.163143161,0.75977
Tmem232,-1.482446856,0.05335
Tmem233,-2.848035798,0.286544
Tmem25,0.284626812,0.711189
Tmem26,2.141643463,0.000670633
Tmem27,2.549986918,0.485727
Tmem28,-1.226568002,0.0962748
Tmem29,0.188996547,0.765826
Tmem30a,0.070850134,0.84423
Tmem30b,1.289645741,0.000670633
Tmem30c,-0.951263906,1
Tmem33,0.224081364,0.774915
Tmem35,-0.938706259,0.178382
Tmem37,-0.303874736,0.433433
Tmem38a,-1.276859359,0.00752344
Tmem38b,0.058590747,0.899399
Tmem39a,0.288204121,0.402344
Tmem39b,0.086152591,0.919739
Tmem40,4.105029976,0.000670633
Tmem41a,0.224968304,0.600164
Tmem41b,0.29425447,0.396231
Tmem42,-0.419453736,0.391909
Tmem43,-0.021586707,0.959975
Tmem44,-1.46259755,0.000670633
Tmem45a,1.685820067,0.000670633
Tmem45b,5.156796282,0.000670633
Tmem47,-1.455613887,0.00175914
Tmem48,0.467620737,0.310077
Tmem49,0.43465996,0.0848984
Tmem5,-0.023782127,0.96701
Tmem50a,-0.093944884,0.9523
Tmem50b,0.003880561,0.991544
Tmem51,1.227754757,0.000670633
Tmem52,-0.149798861,0.921822
Tmem53,-0.063096975,0.951588
Tmem54,3.788033414,0.000670633
Tmem55a,0.162829725,0.639294
Tmem55b,0.097226474,0.823578
Tmem56,0.780565228,0.00716283
Tmem57,-0.305752492,0.328575
Tmem59,0.088352987,0.790885
Tmem59l,-0.086870744,0.934794
Tmem60,0.08328305,0.906384
Tmem62,-0.011085562,0.981922
Tmem63a,0.312622577,0.217474
Tmem63b,-0.392488032,0.149297
Tmem63c,0.858425721,1
Tmem64,0.190022177,0.529756
Tmem65,-0.141982207,0.651527
Tmem66,-0.025239522,0.953208
Tmem67,-0.773259202,0.0973707
Tmem68,0.226750486,0.528573
Tmem69,0.118460786,0.833824
Tmem70,0.35126787,0.318386
Tmem71,-0.916735275,0.0204502
Tmem72,0.028292341,1
Tmem74,-0.415271719,1
Tmem79,1.908817015,0.000670633
Tmem8,-0.696244207,0.04301
Tmem80,-0.336779519,0.490859
Tmem81,-0.605207006,0.243524
Tmem82,-0.208241775,0.783887
Tmem85,0.259194098,0.764008
Tmem86a,0.353606941,0.333025
Tmem86b,-0.344983666,0.625227
Tmem87a,0.344077422,0.516592
Tmem87b,0.113214297,0.723308
Tmem88,-0.7604551,0.283777
Tmem88b,0.362277928,1
Tmem89,0.921708239,1
Tmem8b,-1.549877565,0.000670633
Tmem8c,1.484315049,1
Tmem9,0.04120754,0.9405
Tmem90a,0,1
Tmem90b,-0.545102554,1
Tmem91,-0.474220058,0.74206
Tmem92,3.69E-05,1
Tmem92-ps,0.205984652,1
Tmem93,0.228411175,0.503344
Tmem95,1.152979149,0.409374
Tmem97,-0.171287987,0.713112
Tmem98,0.000174848,0.9991
Tmem9b,0.125971657,0.715453
Tmf1,0.151662447,0.617772
Tmie,-0.507172656,0.433621
Tmigd1,3.681927037,0.000670633
Tmlhe,0.129742014,0.81961
Tmod1,-2.199045326,0.00404852
Tmod2,-3.065919383,0.000670633
Tmod3,-0.091496927,0.774857
Tmod4,-1.190087116,0.124317
Tmpo,0.181308446,0.505692
Tmppe,0.12414091,0.796363
Tmprss11a,8.013987939,0.508643
Tmprss11bnl,9.244496512,0.341367
Tmprss11c,0,1
Tmprss11d,8.292243398,0.000670633
Tmprss11e,7.346496004,0.000670633
Tmprss11f,6.802710219,0.000670633
Tmprss12,1.816240328,1
Tmprss13,4.086969402,0.000670633
Tmprss15,0,1
Tmprss2,0.179845114,0.540458
Tmprss3,1.933066473,1
Tmprss4,1.192609392,0.000670633
Tmprss5,-1.455764591,0.106562
Tmprss6,1.741338599,1
Tmprss7,0.432280266,1
Tmprss9,-0.092054283,1
Tmsb10,0.2378415,0.617193
Tmsb15a,0,1
Tmsb15b1,0.198827676,0.947215
Tmsb15b2,-1.967120068,1
Tmsb15l,-0.499320575,0.585372
Tmsb4x,0.215883312,0.483627
Tmtc1,-1.772705805,0.0027341
Tmtc2,-0.689254471,0.014541
Tmtc3,0.343038303,0.235013
Tmtc4,0.287607965,0.848124
Tmub1,-0.097438682,0.890153
Tmub2,0.098280851,0.872652
Tmx1,0.325218829,0.271639
Tmx2,0.112151191,0.796492
Tmx3,0.109578079,0.738615
Tmx4,-0.111651433,0.744752
Tnc,2.42031704,0.000670633
Tnep1,0.82681364,1
Tnf,1.664345917,0.000670633
Tnfaip1,0.116298227,0.703471
Tnfaip2,0.851200228,0.000670633
Tnfaip3,0.300236222,0.336087
Tnfaip6,-0.181991896,0.881975
Tnfaip8,0.981124116,0.00124178
Tnfaip8l1,1.652901152,0.000670633
Tnfaip8l2,-0.042874151,0.957194
Tnfaip8l3,-0.681588222,0.238619
Tnfrh1,2.192037212,0.404973
Tnfrsf10b,0.723956843,0.0688459
Tnfrsf11a,1.241205518,0.000670633
Tnfrsf11b,3.089539816,0.000670633
Tnfrsf12a,0.629929623,0.203498
Tnfrsf13b,-1.041660232,0.189132
Tnfrsf13c,-2.379102134,0.00566202
Tnfrsf14,-1.001351903,0.0794758
Tnfrsf17,-0.556278039,1
Tnfrsf18,0.814000034,0.150549
Tnfrsf19,-1.772507202,0.000670633
Tnfrsf1a,0.159481084,0.579073
Tnfrsf1b,0.466121478,0.0630812
Tnfrsf21,0.861057231,0.000670633
Tnfrsf22,0.794338766,0.233207
Tnfrsf23,2.888316622,0.000670633
Tnfrsf25,-1.352269286,0.0457555
Tnfrsf26,1.473121873,0.000670633
Tnfrsf4,0.479670721,0.517849
Tnfrsf8,1.051064493,1
Tnfrsf9,4.004172843,0.000670633
Tnfsf10,-1.59418216,0.000670633
Tnfsf11,1.717814502,0.0151767
Tnfsf12,-0.580745508,0.22753
Tnfsf13,0.417105465,0.369685
Tnfsf13b,-0.924832793,0.0393702
Tnfsf14,0.181353058,0.817097
Tnfsf15,-2.121331549,0.000670633
Tnfsf18,3.063108243,0.000670633
Tnfsf4,2.086271932,1
Tnfsf8,-0.347385894,0.678377
Tnfsf9,0.606364558,0.410368
Tnik,-0.524067626,0.131254
Tnip1,0.376524769,0.192123
Tnip2,0.124163986,0.759506
Tnip3,2.625610718,0.000670633
Tnk1,1.173581518,0.0126372
Tnk2,0.530520898,0.0628791
Tnks,0.033359988,0.941221
Tnks1bp1,0.243488454,0.408458
Tnks2,0.245835758,0.318701
Tnmd,0,1
Tnn,-2.110909433,0.000670633
Tnnc1,-4.042162605,0.000670633
Tnnc2,-0.980591326,1
Tnni1,1.611527558,1
Tnni2,2.135803499,0.000670633
Tnni3,-2.724092254,0.000670633
Tnni3k,-1.558389505,1
Tnnt1,-2.131073203,0.0190584
Tnnt2,-2.306722481,0.000670633
Tnnt3,-1.653438718,0.14673
Tnp1,0,1
Tnp2,0.718941006,1
Tnpo1,0.446895734,0.105146
Tnpo2,0.31069374,0.276388
Tnpo3,0.254625962,0.418332
Tnr,-1.861203925,1
Tnrc18,0.187377243,0.59579
Tnrc6a,0.12139647,0.725328
Tnrc6b,-0.348430613,0.19044
Tnrc6c,-0.439148343,0.120246
Tns1,-1.124192763,0.000670633
Tns3,-0.333697359,0.188717
Tns4,4.533936736,0.000670633
Tnxb,-2.850820354,0.000670633
Tob1,0.468177423,0.103923
Tob2,-0.17624895,0.5612
Toe1,-0.133686588,0.790722
Tollip,0.035797345,0.930817
Tom1,-0.079215556,0.917803
Tom1l1,0.454660129,0.187599
Tom1l2,-0.137203519,0.65905
Tom40,0.009207761,1
Tomm20,0.529209634,0.187712
Tomm20l,-2.13461853,1
Tomm22,0.291038089,0.394956
Tomm34,-0.139525021,0.697851
Tomm40,0.631411853,0.0551772
Tomm40l,-0.078274404,0.867801
Tomm5,0.16724724,0.765286
Tomm6,0.290737437,0.44909
Tomm7,0.194748699,0.675488
Tomm70a,0.268735865,0.328606
Tomt,-0.351467402,0.879483
Tonsl,1.168587535,0.00225688
Top1,0.178800671,0.510193
Top1mt,0.495195616,0.309282
Top2a,2.338912158,0.000670633
Top2b,-0.001176683,0.997092
Top3a,0.124204026,0.795591
Top3b,-0.157744951,0.714957
Topbp1,0.340689745,0.220132
Topors,-0.082544791,0.85831
Tor1a,0.238531602,0.513205
Tor1aip1,-0.225142541,0.641454
Tor1aip2,0.306978654,0.391436
Tor1b,0.155453001,0.602521
Tor2a,0.469843131,0.357611
Tor3a,0.395145714,0.197078
Tox,0.292393039,0.702669
Tox2,-1.810725595,0.00716283
Tox3,-0.803719663,0.162126
Tox4,0.068804575,0.899776
Tpbg,2.522255771,0.000670633
Tpbpa,0,1
Tpbpb,-0.026817667,1
Tpcn1,-0.954443297,0.0027341
Tpcn2,1.919781959,0.000670633
Tpd52,0.987758979,0.000670633
Tpd52l1,1.607455113,0.408458
Tpd52l2,-0.051962884,0.910312
Tph1,1.973888052,1
Tph2,0.57121977,1
Tpi1,0.775846319,0.00319404
Tpk1,0.146159825,0.789328
Tpm1,-0.063963229,0.88717
Tpm2,0.496133109,0.146859
Tpm3,0.029469199,0.950809
Tpm4,0.229260383,0.387264
Tpmt,0.484959764,0.499089
Tpo,0.19871104,1
Tpp1,0.295851469,0.245872
Tpp2,0.392933711,0.28348
Tppp,-2.659551146,0.000670633
Tppp2,0,1
Tppp3,-0.971901833,0.0027341
Tpr,0.044852511,0.940411
Tpra1,-0.158903914,0.658886
Tprg,6.793324338,0.0678128
Tprgl,-0.318232893,0.29235
Tprkb,-0.072584412,0.926746
Tprn,1.672702266,0.000670633
Tpsab1,-0.906174072,1
Tpsb2,-2.047109076,1
Tpsg1,-0.304659392,1
Tpst1,-1.14709478,0.00447825
Tpst2,-0.408501773,0.215196
Tpt1,0.333750702,0.397055
Tpt1p,-5.292905472,0.721146
Tpte,-0.547674274,1
Tpx2,2.328751859,0.000670633
Tra2a,0.119816448,0.734293
Tra2b,0.245634206,0.428211
Trabd,0.523247642,0.0527067
Tradd,0.018150766,0.993055
Traf1,-1.148952621,0.0027341
Traf2,0.138102213,0.718677
Traf3,0.076161879,0.843306
Traf3ip1,-0.273547738,0.41372
Traf3ip2,0.192670279,0.649341
Traf3ip3,-1.491258103,0.35597
Traf4,1.287064143,0.000670633
Traf5,-0.498582337,0.371733
Traf6,-0.019899335,0.965066
Traf7,-0.144386655,0.651232
Trafd1,0.429778809,0.114987
Traip,1.744151852,0.00566202
Traits,-0.13957885,1
Trak1,-0.099590456,0.768102
Trak2,-0.762148317,0.0027341
Tram1,0.47345937,0.0481717
Tram1l1,-1.378472873,1
Tram2,-0.606411631,0.255419
Trank1,0.095017004,1
Trap1,0.032110467,0.943379
Trap1a,0.484266982,1
Trappc1,0.311988157,0.452209
Trappc10,0.148366718,0.603622
Trappc2,-0.25006241,0.674735
Trappc2l,0.171255607,0.722437
Trappc3,0.039109508,0.940312
Trappc4,0.081113273,0.863316
Trappc5,-0.12811245,0.74538
Trappc6a,0.218253335,0.638427
Trappc6b,-0.137478184,0.735262
Trappc8,0.041254696,0.920202
Trappc9,-0.018989839,0.980962
Trat1,-2.078242886,0.0553488
Trav16,-3.942664632,0.468128
Trcg1,-0.180046228,1
Trdmt1,-1.03877037,0.0348683
Trdn,-4.416694376,0.380961
Treh,-0.238657256,1
Trem1,0.545963,0.179535
Trem2,1.600952317,0.000670633
Trem3,-0.113682698,0.927591
Treml1,0.305959134,0.765108
Treml2,0.300016358,0.556671
Treml4,-1.799092156,0.00526709
Trerf1,-0.452080777,0.315627
Trex1,-0.219759181,0.764551
Trex2,5.921648782,0.0187834
Trf,0.508402907,0.0234729
Trfr2,0.745927699,1
Trh,-0.262505027,1
Trhde,0,1
Trhr,0.125058166,1
Trhr2,-0.262013338,1
Triad2,0.786535819,1
Triap1,0.165111825,0.7065
Trib1,0.522263122,0.0605562
Trib2,-0.849838436,0.0027341
Trib3,0.443429126,0.399344
Tril,-2.877318091,0.000670633
Trim10,0.628619262,1
Trim11,0.098179404,0.798876
Trim12,-0.843952212,0.812922
Trim12a,-1.018371201,0.666478
Trim13,1.072533205,0.00447825
Trim14,0.022942001,0.981556
Trim15,2.444715066,0.000670633
Trim16,-0.474482984,0.220431
Trim17,-0.404637279,0.804477
Trim2,-0.030558671,0.950263
Trim21,-0.37879441,0.310939
Trim23,-0.26960718,0.506107
Trim24,0.487619462,0.0960734
Trim25,0.677947193,0.0123146
Trim26,-0.096368028,0.78014
Trim27,0.474770299,0.161749
Trim28,0.245261306,0.366393
Trim29,2.447982716,0.000670633
Trim3,-0.447685809,0.13752
Trim30,-0.40820001,0.882621
Trim30a,-0.325748718,0.315239
Trim30d,-0.629102485,0.250625
Trim31,0.654938625,1
Trim32,-0.529806104,0.326548
Trim33,0.264128761,0.430577
Trim34,-0.331281435,0.763585
Trim34a,-0.731354431,0.47593
Trim35,-0.905688568,0.000670633
Trim36,-0.190969565,0.759218
Trim37,-0.309760409,0.338854
Trim38,-1.033466692,1
Trim39,-0.087661181,0.840317
Trim40,1.698548263,0.0201868
Trim41,0.027309298,0.952976
Trim42,0.039340397,1
Trim43a,-0.494971683,1
Trim43b,-0.258200349,1
Trim43c,-0.647460802,1
Trim44,-0.414564907,0.0843217
Trim45,-0.359632616,0.577474
Trim46,0.416749804,0.384455
Trim47,-0.440322072,0.335792
Trim5,1.862772015,0.775294
Trim50,0,1
Trim52,0,1
Trim54,-4.646936698,0.195867
Trim55,-2.519381992,0.0288211
Trim56,-0.596268641,0.0601536
Trim58,1.542105891,1
Trim59,1.838191816,0.000670633
Trim6,1.004045686,0.0384331
Trim60,0,1
Trim61,0,1
Trim62,0.093249079,0.848588
Trim63,-3.222959729,0.38935
Trim65,-0.260371469,0.52645
Trim66,0.092586426,1
Trim67,-1.311710298,1
Trim68,-0.141264001,0.744648
Trim69,-1.057300494,1
Trim7,-0.045258029,0.963242
Trim71,-0.683402347,1
Trim72,-1.181294693,0.105948
Trim75,0.232662197,1
Trim8,0.15062096,0.603622
Trim9,-0.147541763,1
Triml1,0,1
Triml2,0.320679912,1
Trio,-0.036214827,0.944972
Triobp,-0.307797598,0.330199
Trip10,-0.159619857,0.625806
Trip11,0.031897892,0.946412
Trip12,0.268929352,0.268082
Trip13,1.642180847,0.0027341
Trip4,-0.138253157,0.721465
Trip6,0.091997933,0.84358
Trit1,-0.129694301,0.81976
Trm1l,-0.322711151,0.79869
Trmt1,-0.022556306,0.975096
Trmt11,-0.017409028,0.979408
Trmt112,-0.008332174,0.991826
Trmt12,0.135395613,0.839095
Trmt2a,-0.153383236,0.81961
Trmt2b,-0.158991607,0.763644
Trmt5,-0.146384139,0.80557
Trmt6,0.378544439,0.283167
Trmt61a,0.574421616,0.26647
Trmt61b,0.261154107,0.929538
Trmu,-0.346094482,0.50326
Trnau1ap,-0.255546544,0.576582
Trnp1,-0.707205301,1
Trnt1,0.201653307,0.73843
Tro,-1.779519765,0.00319404
Troap,1.847273821,0.00319404
Trove2,-0.232972488,0.430483
Trp53,0.288142617,0.389416
Trp53bp1,-0.141004629,0.741876
Trp53bp2,-0.759232857,0.00605
Trp53i11,0.948061719,0.000670633
Trp53i13,-0.862185418,0.117609
Trp53inp1,-0.371578363,0.165411
Trp53inp2,0.839040782,0.00680343
Trp53rk,-0.085037993,0.923463
Trp53tg5,0.11826772,1
Trp63,6.36422547,0.000670633
Trp7,0.000833999,1
Trp73,0.714801303,0.116342
Trpa1,0,1
Trpc1,-1.894645452,0.00225688
Trpc2,-0.409286662,0.302265
Trpc3,-1.935650938,0.0477374
Trpc4,2.362680349,1
Trpc4ap,0.04261761,0.920169
Trpc5,0.151274348,1
Trpc6,-1.196046447,0.00644257
Trpc7,0.133023828,1
Trpd52l3,0,1
Trpm1,0.456233727,0.625091
Trpm2,0.59834519,0.195597
Trpm3,0.140588726,1
Trpm4,0.229661239,0.546144
Trpm5,-0.084377133,1
Trpm6,-0.794267128,0.0142138
Trpm7,-0.245872647,0.372967
Trpm8,-0.395922675,1
Trps1,-0.300262792,0.40128
Trpt1,0.627831298,0.773311
Trpv1,-0.344500237,1
Trpv2,0.332175794,0.304965
Trpv3,1.427847867,1
Trpv4,1.652188289,0.000670633
Trpv5,0.594967921,1
Trpv6,0.808894942,0.0971964
Trrap,-0.108257786,0.724869
Trub1,0.102203735,0.864588
Trub2,-0.099107739,0.843715
Try10,0,1
Try4,0,1
Try5,0.583879111,1
Tsc1,-0.193123611,0.510031
Tsc2,-0.479757382,0.794241
Tsc22d1,-0.135399952,0.67387
Tsc22d2,0.150533808,0.645034
Tsc22d3,-0.393567724,0.166754
Tsc22d4,0.136857098,0.682157
Tsen15,-0.294606422,0.604897
Tsen2,-0.197266358,0.782027
Tsen34,-0.036985471,0.959705
Tsen54,0.00447556,0.993641
Tsfm,0.433114729,0.302526
Tsg101,0.181949066,0.60513
Tsga10,-0.396741496,0.361592
Tsga10ip,-0.523633621,1
Tsga13,0.070884179,1
Tsga14,-0.191171397,0.723025
Tsga8,0,1
Tshb,-2.098026576,0.322739
Tshr,-0.366591963,1
Tshz1,0.126328453,0.706066
Tshz2,0.548256881,0.121134
Tshz3,0.133586445,0.797422
Tsix,-0.918729563,0.720494
Tsks,0.102106572,1
Tsku,-0.440858346,0.3375
Tslp,-1.049363751,0.144784
Tsn,-0.151522362,0.620929
